5528931997,10088550@N00,2011-03-11 14:55:00.0,14,"highway,promenade,desert_road,boardwalk,field_road"
3563396553,10131865@N02,2009-05-24 22:35:17.0,29,"burial_chamber,sauna,catacomb,construction_site,elevator_shaft"
3564212768,10131865@N02,2009-05-24 22:35:42.0,29,"burial_chamber,catacomb,loading_dock,basement,barndoor"
9800881585,101655764@N06,2013-05-31 23:38:58.0,3,"phone_booth,bar,server_room,boxing_ring,elevator_shaft"
11842180674,101655764@N06,2013-06-01 00:08:44.0,4,"medina,aqueduct,badlands,canyon,catacomb"
9943293316,101655764@N06,2013-06-01 23:00:38.0,12,"castle,palace,synagogue/outdoor,embassy,mosque/outdoor"
11841745485,101655764@N06,2013-06-01 23:01:20.0,11,"castle,mausoleum,cemetery,church/outdoor,tower"
11843091276,101655764@N06,2013-06-01 23:05:29.0,12,"castle,kasbah,palace,courtyard,church/outdoor"
12139254824,101655764@N06,2013-06-01 23:14:05.0,12,"pond,lake/natural,swamp,swimming_hole,marsh"
10169986683,101655764@N06,2013-06-02 14:05:24.0,21,"oast_house,synagogue/outdoor,church/outdoor,temple/asia,mosque/outdoor"
12037805975,101655764@N06,2014-01-19 13:14:43.0,18,"oilrig,lagoon,promenade,islet,harbor"
12138850595,101655764@N06,2014-01-25 12:02:21.0,6,"parking_lot,wind_farm,industrial_area,desert_road,highway"
3360238995,10189504@N06,2009-02-28 14:18:17.0,8,"throne_room,church/indoor,beauty_salon,natural_history_museum,burial_chamber"
3360246667,10189504@N06,2009-02-28 14:34:39.0,1,"lock_chamber,boardwalk,construction_site,landing_deck,trench"
3361069486,10189504@N06,2009-02-28 14:35:59.0,1,"moat/water,lock_chamber,jail_cell,canal/urban,canal/natural"
3361083964,10189504@N06,2009-02-28 17:36:01.0,6,"hotel/outdoor,movie_theater/indoor,arena/performance,lobby,ballroom"
3360269801,10189504@N06,2009-02-28 17:36:59.0,6,"jail_cell,elevator_shaft,bow_window/indoor,corridor,burial_chamber"
3361092304,10189504@N06,2009-02-28 17:38:59.0,6,"alley,arcade,corridor,airport_terminal,subway_station/platform"
3360277487,10189504@N06,2009-02-28 17:42:09.0,6,"arena/performance,movie_theater/indoor,stage/indoor,discotheque,aquarium"
3360280473,10189504@N06,2009-02-28 17:43:18.0,6,"subway_station/platform,elevator_shaft,ticket_booth,alley,catacomb"
3360286975,10189504@N06,2009-02-28 17:57:31.0,6,"gas_station,parking_garage/indoor,airport_terminal,bus_station/indoor,subway_station/platform"
3361109034,10189504@N06,2009-02-28 18:21:36.0,6,"catacomb,burial_chamber,alley,elevator_shaft,subway_station/platform"
3360294843,10189504@N06,2009-02-28 19:06:16.0,6,"burial_chamber,catacomb,basement,jail_cell,sauna"
3360295351,10189504@N06,2009-03-01 11:31:25.0,10,"stage/outdoor,flea_market/indoor,bazaar/outdoor,pet_shop,bazaar/indoor"
4118789312,10205031@N07,2009-07-16 15:07:27.0,13,"library/outdoor,museum/outdoor,volleyball_court/outdoor,ice_skating_rink/outdoor,parking_garage/outdoor"
4118020597,10205031@N07,2009-07-16 15:08:06.0,13,"street,downtown,parking_garage/outdoor,canal/urban,bazaar/outdoor"
4118792098,10205031@N07,2009-07-16 15:11:51.0,13,"plaza,promenade,hotel/outdoor,palace,fountain"
4118024417,10205031@N07,2009-07-16 15:15:56.0,13,"throne_room,church/indoor,arcade,entrance_hall,library/indoor"
4118030481,10205031@N07,2009-07-16 15:35:57.0,3,"moat/water,bridge,dam,canal/natural,lock_chamber"
4118032271,10205031@N07,2009-07-16 15:36:31.0,3,"moat/water,canal/natural,lock_chamber,canal/urban,dam"
4118810134,10205031@N07,2009-07-16 16:00:56.0,32,"temple/asia,pagoda,mosque/outdoor,palace,mausoleum"
4118041249,10205031@N07,2009-07-16 16:02:17.0,32,"temple/asia,castle,mosque/outdoor,palace,pagoda"
4118042017,10205031@N07,2009-07-16 16:02:47.0,32,"mosque/outdoor,castle,palace,church/outdoor,temple/asia"
4118812522,10205031@N07,2009-07-16 16:04:39.0,32,"temple/asia,church/outdoor,mosque/outdoor,castle,oast_house"
4118043733,10205031@N07,2009-07-16 16:04:54.0,32,"mosque/outdoor,palace,temple/asia,church/outdoor,castle"
4118814374,10205031@N07,2009-07-16 16:08:54.0,32,"temple/asia,castle,church/outdoor,palace,ice_skating_rink/outdoor"
4118820638,10205031@N07,2009-07-16 16:42:30.0,32,"lawn,soccer_field,athletic_field/outdoor,golf_course,campus"
4118825320,10205031@N07,2009-07-16 17:07:05.0,13,"parking_lot,crosswalk,residential_neighborhood,campus,street"
4118831270,10205031@N07,2009-07-17 11:28:13.0,1,"lock_chamber,rope_bridge,moat/water,train_station/platform,alley"
4118832236,10205031@N07,2009-07-17 11:28:54.0,1,"train_station/platform,subway_station/platform,railroad_track,highway,promenade"
4118833088,10205031@N07,2009-07-17 11:31:08.0,1,"industrial_area,rice_paddy,rainforest,vineyard,campus"
4118064917,10205031@N07,2009-07-17 11:36:10.0,1,"landing_deck,fountain,oilrig,mosque/outdoor,construction_site"
4118065913,10205031@N07,2009-07-17 11:39:07.0,4,"oilrig,landing_deck,lighthouse,industrial_area,boat_deck"
4118836658,10205031@N07,2009-07-17 11:39:16.0,1,"mosque/outdoor,castle,landing_deck,oilrig,ruin"
4118068405,10205031@N07,2009-07-17 11:48:38.0,4,"temple/asia,kasbah,castle,oast_house,ruin"
4118838832,10205031@N07,2009-07-17 11:48:57.0,4,"underwater/ocean_deep,ruin,temple/asia,mausoleum,grotto"
4118840334,10205031@N07,2009-07-17 12:00:03.0,4,"medina,kasbah,alley,burial_chamber,aqueduct"
4118841956,10205031@N07,2009-07-17 12:00:18.0,4,"crevasse,jail_cell,catacomb,burial_chamber,igloo"
4118073357,10205031@N07,2009-07-17 12:01:20.0,4,"medina,alcove,corridor,alley,church/indoor"
4118843814,10205031@N07,2009-07-17 12:02:17.0,4,"campus,embassy,courtyard,palace,library/outdoor"
4118844644,10205031@N07,2009-07-17 12:04:49.0,4,"alcove,arch,temple/asia,burial_chamber,entrance_hall"
4118075965,10205031@N07,2009-07-17 12:06:05.0,7,"temple/asia,pagoda,aqueduct,burial_chamber,catacomb"
4118846206,10205031@N07,2009-07-17 12:11:13.0,4,"vineyard,roof_garden,formal_garden,field/cultivated,boardwalk"
4118077389,10205031@N07,2009-07-17 12:17:20.0,7,"desert/sand,oast_house,field/cultivated,lighthouse,farm"
