25	5	1
39	5	10
93	16	1
106	18	8
117	4	1
119	9	14
5	13	7
95	15	1
98	3	1
103	5	1
1	4	4
93	9	5
121	0	2
89	2	5
95	0	33
106	7	3
0	1	2
0	3	1
86	13	1
87	1	9
93	0	1
95	14	2
107	18	186
109	19	4
31	5	9
48	11	3
48	4	2
81	0	3
121	1	1
112	10	4
4	9	1
21	7	33
42	10	6
48	12	1
30	7	6
50	16	1
55	9	2
95	7	53
1	5	1
5	7	84
9	2	4
23	6	2
95	12	4
102	1	12
117	7	1
95	19	37
117	6	1
120	9	24
0	2	1
25	8	2
67	0	2
88	0	1
93	2	2
135	7	1
22	5	1
37	1	1
51	2	2
91	2	1
63	14	1
67	11	2
119	8	4
126	0	2
5	0	51
23	11	14
98	1	2
103	8	1
104	3	1
110	18	1
32	0	8
42	0	17
50	5	3
95	10	86
117	16	1
119	21	4
118	12	1
121	2	1
121	8	5
136	2	1
5	2	29
9	11	1
14	5	1
67	5	3
113	10	4
118	6	2
119	1	12
5	11	97
7	9	1
31	0	1
57	9	2
44	1	1
44	6	1
78	2	1
81	5	1
5	10	40
18	0	2
19	0	2
35	11	2
124	0	2
125	9	3
135	6	3
16	5	1
121	15	4
131	2	1
36	4	3
83	0	2
90	2	1
116	2	1
109	9	33
135	15	1
46	10	1
76	0	2
106	8	1
109	7	5
93	8	1
121	7	1
20	1	1
36	8	1
50	9	1
67	9	1
8	10	1
34	5	3
119	10	10
122	0	11
133	5	3
5	16	10
32	9	1
38	8	1
109	5	6
81	17	1
107	9	6
109	8	2
4	7	1
112	7	2
119	11	3
131	0	1
132	1	1
34	1	4
74	0	8
98	5	3
114	11	1
129	5	1
1	0	1
76	5	1
93	18	1
95	5	48
31	6	4
38	10	1
48	19	1
58	5	1
4	8	1
5	8	65
6	14	1
11	7	1
101	0	1
109	10	5
134	11	1
34	0	1
114	10	10
5	3	91
10	2	1
11	0	1
31	1	6
81	2	2
84	12	2
112	5	2
25	2	7
31	10	4
36	9	1
61	4	1
45	0	3
100	10	1
119	0	18
121	5	4
93	7	1
130	9	1
1	2	3
42	2	1
84	5	10
93	1	3
14	11	2
42	7	1
98	7	22
30	5	3
34	2	4
37	7	1
48	0	10
5	4	23
16	3	9
17	15	11
23	8	1
5	9	99
24	5	1
25	9	1
18	1	2
44	0	1
48	5	3
93	4	1
2	7	1
5	6	85
5	5	71
5	14	3
119	7	5
95	4	15
107	7	99
107	1	45
119	5	24
117	10	5
18	2	1
48	7	4
94	18	1
107	15	32
81	3	2
101	2	1
0	0	1
28	14	1
29	19	8
49	15	3
92	9	1
95	3	3
121	10	1
38	7	1
48	15	6
60	10	1
76	1	2
114	7	2
35	2	6
55	5	19
70	2	6
98	0	2
95	20	1
98	6	1
123	1	2
14	7	1
22	18	44
23	0	3
61	1	3
29	10	1
69	8	1
89	4	2
109	2	2
80	2	232
48	1	6
59	2	1
66	7	8
79	7	10
19	8	5
25	0	4
97	7	1
108	1	2
89	14	2
128	18	2
17	17	58
23	1	2
77	6	1
88	9	7
72	2	19
105	5	1
42	5	3
62	9	1
82	5	31
86	10	1
70	5	1
75	9	7
89	3	1
96	6	1
14	2	1
16	18	2
20	2	2
65	7	44
109	15	15
117	8	1
134	1	1
73	8	1
76	11	1
4	10	2
37	6	1
42	8	1
48	10	1
117	5	1
135	9	1
33	18	1
42	9	7
25	7	2
39	0	1
55	8	3
1	6	3
5	12	6
16	17	10
22	1	46
67	2	4
16	10	7
22	2	1
37	11	1
40	0	1
95	1	22
95	18	25
107	4	26
109	1	5
23	2	4
48	8	3
52	11	3
68	5	4
89	12	1
92	10	1
118	3	1
15	5	2
37	10	1
54	2	1
62	16	3
115	5	1
119	2	36
121	9	2
16	11	3
39	8	1
41	1	1
48	9	11
89	10	1
117	9	1
128	3	1
3	8	10
54	8	1
63	17	4
71	8	3
111	10	30
78	4	2
95	11	28
95	9	57
95	2	11
101	5	2
111	0	1
119	3	7
19	5	1
61	2	1
109	12	1
81	1	3
85	9	1
109	0	6
135	3	1
31	4	1
42	1	1
48	6	6
64	8	1
89	1	3
89	17	2
98	15	1
107	2	49
5	15	12
42	15	7
43	9	1
53	0	2
118	9	2
127	8	1
99	0	2
13	6	14
42	6	1
47	10	1
95	8	12
84	0	9
100	8	1
117	0	4
11	6	3
12	2	2
27	5	1
76	13	2
93	5	3
95	16	28
98	10	10
109	6	1
5	1	109
22	0	2
26	16	12
56	10	1
130	11	1
