517	1	4
663	7	1
34	19	3
159	15	24
219	15	107
297	26	20
307	1	2
385	0	45
804	0	4
1060	12	1
359	17	4
465	16	3
587	9	1
614	7	36
822	18	1
956	7	17
460	11	8
493	7	1
584	17	1
1078	15	1
1152	15	1
427	14	2
469	22	6
935	9	6
565	4	1
642	9	8
993	4	7
997	1	7
1055	14	8
73	7	2
609	10	1
270	16	1
657	1	3
952	14	1
1020	7	6
533	26	3
744	5	1
1148	7	2
220	10	16
507	1	2
127	0	2
515	5	2
77	12	47
271	16	1
466	17	1
512	16	1
617	8	2
408	16	14
490	9	3
822	3	2
73	0	6
739	4	1
859	4	1
975	7	1
148	2	1
369	0	2
420	28	6
498	23	1
524	0	1
832	12	37
331	5	1
1149	6	1
1192	9	5
303	12	2
495	4	114
1205	26	13
471	15	7
571	0	3
406	5	11
449	15	1
664	15	1
967	0	1
1084	3	2
331	4	6
469	4	2
524	12	1
461	1	1
498	5	2
68	12	3
39	15	1
980	21	1
1108	7	84
1161	14	2
300	7	1
344	3	8
400	7	3
615	19	1
132	1	9
212	10	3
505	5	4
908	0	2
366	15	2
413	5	5
419	10	8
539	26	7
796	12	1
1067	15	1
76	18	5
259	10	4
626	3	4
982	1	1
1065	16	52
359	8	9
466	9	2
607	9	3
738	9	2
1063	15	2
1126	8	1
368	7	3
377	15	25
575	17	8
405	5	2
454	8	1
614	15	2
1059	0	1
269	16	1
357	16	1
604	26	1
740	19	3
1162	15	9
358	14	1
652	4	4
820	4	8
140	17	1
316	2	2
336	10	1
392	15	9
606	10	1
646	15	7
1005	10	61
111	14	6
900	12	1
1110	8	1
30	7	1
359	12	110
827	28	2
868	11	11
1212	16	12
581	10	1
606	16	1
1195	4	2
34	0	2
308	4	4
640	5	2
1024	3	1
275	8	4
993	0	8
653	7	1
774	19	1
864	2	1
935	0	1
999	5	12
369	16	1
641	10	1
667	0	1
770	20	20
1044	4	3
485	10	1
626	12	1
455	15	1
695	1	1
751	23	1
564	4	11
914	1	6
973	15	1
124	16	1
465	8	2
720	8	96
810	9	6
822	15	6
904	8	66
906	8	1
1166	10	5
239	1	3
588	19	1
992	3	1
1083	12	4
1173	19	50
407	10	1
508	1	1
1073	5	1
1204	2	2
1213	8	4
73	16	5
188	12	1
855	2	3
1203	12	1
536	21	5
262	9	1
608	0	1
713	9	1
768	10	4
116	10	2
451	0	1
92	0	2
452	10	2
563	7	4
914	10	1
1203	19	40
1203	9	10
435	1	5
554	5	2
817	1	1
936	15	1
713	1	13
873	15	1
82	19	10
148	9	1
218	10	2
421	4	3
561	10	2
601	12	77
1158	9	1
354	19	1
918	0	16
317	25	2
439	2	5
1004	15	3
1109	15	11
168	25	3
1196	13	1
624	26	1
765	14	1
1205	9	8
132	12	3
132	7	2
252	4	5
750	5	17
1071	19	1
1113	15	4
462	17	9
939	16	4
310	16	16
975	16	1
1034	15	5
452	26	9
507	9	2
522	0	1
538	9	35
814	9	2
1144	17	4
587	13	1
903	5	3
1207	15	3
33	27	1
190	4	1
47	1	14
269	15	8
607	16	2
984	15	4
62	9	1
219	2	1
944	0	1
2	3	35
408	9	4
630	6	35
1013	15	1
1025	17	1
1192	15	1
413	15	1
715	15	1
400	5	52
643	10	1
984	10	5
1060	5	8
428	0	2
92	3	2
1156	10	23
1195	1	1
87	1	3
822	12	2
877	15	1
917	10	1
395	12	1
710	11	1
264	5	1
675	6	1
768	9	2
204	14	1
345	9	1
640	13	1
1047	5	14
1061	0	2
112	7	3
466	16	1
843	7	3
588	9	9
95	10	4
400	25	6
286	23	2
531	5	32
750	24	1
780	3	47
807	12	12
1034	0	1
144	9	1
264	11	4
303	8	1
493	3	1
853	5	1
1187	4	4
193	12	1
326	16	5
720	10	31
825	25	2
933	6	15
141	1	1
431	10	1
896	10	6
116	16	5
505	11	1
618	10	3
870	5	1
901	5	1
1055	3	12
3	5	2
256	19	1
344	26	34
642	26	5
763	1	5
124	10	3
239	15	10
257	9	4
541	16	2
95	9	3
178	0	6
534	8	2
220	9	7
226	15	19
626	17	5
1152	19	2
247	10	2
304	12	12
306	5	3
307	26	1
820	15	2
1075	4	1
1100	4	1
1140	1	3
16	8	1
123	7	1
156	26	1
572	17	1
776	4	3
874	15	4
220	1	1
417	1	3
764	21	1
259	9	1
344	17	13
431	9	22
605	12	1
670	4	140
843	9	6
768	2	2
30	17	7
710	1	2
990	0	1
236	19	1
410	13	1
1157	5	11
644	0	1
686	5	7
1153	3	13
1205	4	2
205	19	4
368	0	2
867	0	1
144	17	7
1055	0	1
113	0	2
560	12	1
612	12	1
750	19	1
1006	14	1
1063	16	1
522	1	2
803	1	3
1101	10	2
634	12	1
951	5	2
87	4	10
168	17	7
1047	0	4
1060	1	1
1108	3	2
882	19	5
120	15	4
462	3	33
613	10	1
961	0	1
962	9	1
1048	4	3
283	7	14
394	14	3
718	17	2
1093	15	1
958	16	1
979	4	1
1072	15	10
1118	7	6
1212	1	1
213	14	3
890	9	1
82	21	5
92	16	1
626	27	1
679	7	1
734	14	2
253	19	1
526	4	3
714	25	1
986	0	1
1055	10	12
666	28	1
984	5	2
282	12	1
385	17	7
946	3	1
1203	4	1
346	9	27
1081	16	1
407	23	2
786	7	114
888	15	4
1061	8	3
1190	16	1
149	15	1
402	11	8
927	4	4
160	10	1
362	4	1
626	8	1
993	5	3
1028	23	9
32	9	13
793	19	3
827	10	1
1130	16	2
624	16	3
1135	15	29
344	10	42
376	27	3
564	6	3
466	12	12
811	9	1
1045	8	1
1160	3	1
160	3	5
469	7	3
1088	3	5
1212	9	11
1213	4	5
168	12	51
602	5	1
452	8	1
769	16	2
798	4	10
813	2	2
987	3	4
1055	19	1
429	15	6
643	7	2
984	26	2
90	9	25
144	5	8
156	15	4
511	16	1
14	12	1
452	5	11
917	12	1
653	10	2
975	12	3
1187	9	1
605	5	85
873	10	1
385	14	7
784	6	8
601	4	2
1110	15	2
344	19	3
587	26	1
610	10	1
819	12	3
131	3	4
132	10	3
452	12	1
958	15	1
997	12	2
52	7	4
146	0	1
346	16	4
617	10	11
782	12	1
975	24	1
146	9	1
467	15	2
711	8	1
790	1	1
804	17	1
913	12	1
925	7	1
789	14	1
1124	11	2
92	9	3
820	14	5
911	27	3
177	10	1
415	10	2
439	15	1
653	8	7
984	17	3
1024	9	1
413	12	12
481	7	5
616	12	2
1001	28	2
1138	15	19
160	12	1
224	19	1
624	1	22
704	12	1
725	4	4
949	12	39
1213	9	2
349	14	1
371	10	1
400	9	60
596	8	2
1107	10	2
972	16	2
346	5	61
707	8	4
987	22	1
1056	12	1
32	16	5
843	3	1
903	1	2
993	12	9
344	8	13
495	16	13
1170	7	2
364	11	1
1161	16	4
343	9	4
795	10	1
897	4	1
928	22	1
970	12	1
945	1	2
1045	0	3
1212	0	5
1194	17	2
119	10	1
309	10	1
647	1	1
19	9	4
434	5	1
536	19	153
903	14	3
1156	26	4
32	8	31
344	24	1
589	16	17
378	15	3
394	9	3
400	22	3
413	9	8
477	5	1
790	4	2
53	5	1
232	15	4
462	16	2
578	16	2
811	3	2
910	4	1
420	9	2
549	3	4
676	15	13
739	12	1
803	16	3
896	14	7
589	1	2
736	3	1
1002	12	1
1161	9	10
1156	6	1
75	9	3
180	4	4
1107	28	7
6	5	1
275	12	6
564	8	6
568	5	1
647	0	1
809	5	5
427	7	5
624	5	1
1035	9	5
1090	15	4
96	0	1
431	3	3
616	9	3
791	10	1
1131	15	1
17	5	4
178	5	1
308	12	8
780	8	4
673	9	8
274	4	4
495	8	1
205	2	13
622	16	3
786	15	407
945	10	1
186	3	1
818	5	1
885	5	2
1	1	5
26	14	3
700	9	1
1065	21	1
418	19	1
1203	26	65
3	8	4
369	1	2
642	12	1
917	5	6
1037	9	1
533	5	5
616	25	7
768	1	2
1039	21	3
538	17	3
1006	19	1
24	1	1
192	8	30
344	9	28
1200	25	1
79	13	1
41	5	1
59	10	1
1063	25	1
