217	3	3
732	11	2
231	11	6
275	5	4
621	21	1
592	4	4
636	15	20
788	6	1
18	23	3
205	13	22
231	12	1
394	11	3
528	1	2
933	8	14
637	12	1
728	10	7
748	23	1
113	17	1
162	2	71
285	24	2
422	21	2
466	12	1
767	12	1
792	4	1
889	2	1
933	10	5
175	4	1
268	4	1
275	3	3
879	3	1
889	25	1
497	4	1
818	18	2
879	20	2
190	5	2
201	5	7
255	19	4
306	11	1
461	4	32
406	11	9
422	4	1
495	11	3
164	11	2
183	12	2
355	4	2
381	4	1
394	19	2
604	11	4
626	20	6
806	1	1
908	26	1
852	17	1
304	18	2
312	21	1
542	19	5
618	4	1
831	23	1
722	10	3
828	1	2
928	5	1
255	21	1
300	2	134
333	4	1
369	24	1
509	4	1
542	21	8
637	3	1
768	4	2
33	23	2
205	24	2
330	23	11
380	4	3
517	17	5
874	11	4
907	12	1
169	24	3
197	11	1
275	13	2
294	5	1
559	4	24
296	3	3
316	23	2
323	12	1
125	5	8
167	14	173
255	7	2
272	15	11
278	3	1
703	17	2
731	18	14
943	0	3
144	13	1
231	14	2
366	12	1
386	11	1
666	17	4
157	5	3
331	2	18
511	14	1
698	23	14
924	19	1
53	4	3
123	2	1
389	23	4
425	10	1
971	23	6
429	4	7
663	21	4
919	5	1
0	0	4
67	23	2
219	5	3
416	3	3
419	11	6
479	4	4
530	14	2
580	5	1
158	1	14
259	23	3
368	4	6
375	4	1
379	12	2
649	5	3
905	4	48
307	13	1
345	5	6
420	4	1
949	21	1
795	14	1
854	2	1
889	9	6
124	1	3
165	11	4
382	4	2
405	3	3
728	1	5
942	19	2
51	3	31
180	3	3
183	4	3
438	4	15
751	23	1
421	4	75
561	13	8
834	23	1
50	4	1
51	18	6
112	11	1
252	12	2
360	15	5
855	14	3
925	5	5
960	5	7
981	13	5
68	10	1
127	2	1
389	5	1
786	12	2
862	2	2
163	2	6
563	1	4
679	20	1
76	5	2
138	14	4
613	24	1
875	4	4
636	21	4
689	21	2
185	16	4
495	1	43
537	12	1
542	17	2
571	10	2
106	23	2
579	18	17
732	13	3
666	18	3
876	14	12
17	3	2
204	1	10
234	17	1
360	25	3
474	5	16
475	12	5
582	21	17
967	13	5
789	3	8
824	10	1
865	11	1
281	5	1
392	20	2
401	12	1
494	12	2
600	16	12
421	20	13
492	5	4
811	4	1
853	21	5
922	11	1
967	18	1
41	1	1
353	19	1
563	12	1
687	22	3
845	1	1
656	4	4
724	1	8
778	20	3
14	18	5
118	11	16
171	3	2
580	10	2
609	19	14
967	3	2
977	4	13
741	5	1
3	4	121
279	11	1
470	24	1
476	20	1
540	13	1
718	1	1
837	18	7
73	4	1
289	10	1
572	20	3
609	4	4
627	3	3
926	10	3
15	9	1
137	8	1
330	4	12
641	13	1
747	1	1
51	21	4
351	1	1
387	10	1
393	3	1
750	1	1
385	17	1
426	21	1
464	12	1
489	10	1
116	21	1
158	24	1
368	8	3
542	18	1
741	23	9
862	10	1
908	18	17
280	1	1
415	10	1
534	18	1
609	14	20
795	6	3
267	20	1
385	10	1
394	6	2
65	1	20
94	23	12
96	11	1
165	18	5
205	8	1
627	5	1
978	15	2
819	4	2
37	12	2
273	2	12
449	4	4
455	2	3
751	16	4
305	0	1
387	5	1
590	20	1
16	1	1
82	18	1
91	12	1
131	23	2
224	2	1
591	20	7
889	10	2
729	17	1
92	14	1
285	23	6
463	16	1
473	7	2
645	23	7
42	19	8
497	1	2
943	12	1
902	4	2
116	5	2
255	8	1
418	23	19
423	4	1
599	12	2
231	13	2
582	1	1
636	1	5
728	19	2
725	18	1
781	18	6
844	1	3
15	3	6
109	3	1
196	12	4
296	10	6
698	19	10
967	1	1
137	0	1
375	10	1
606	23	1
805	21	1
962	23	4
345	15	1
579	20	27
662	21	1
163	8	1
426	4	1
798	10	3
979	5	6
92	2	2
156	15	1
485	21	6
917	9	12
312	1	7
465	3	1
480	4	1
611	18	1
817	4	4
605	11	1
755	5	4
770	2	2
181	4	5
232	19	1
243	11	2
280	7	1
570	5	12
962	6	10
843	5	1
861	18	1
894	22	5
18	11	1
267	10	1
474	4	14
575	4	7
740	27	21
218	5	1
376	16	5
433	11	1
439	4	6
579	16	28
979	1	2
129	23	3
246	8	3
257	3	3
324	17	3
787	5	4
353	1	1
376	3	32
579	23	4
594	18	4
611	10	2
722	7	6
904	3	6
68	18	3
101	26	2
245	10	3
406	15	3
533	5	2
893	3	1
908	19	12
320	3	1
484	23	1
513	19	1
556	5	4
695	19	3
703	20	27
807	4	1
54	12	1
97	1	2
202	6	6
542	6	3
550	19	4
829	2	3
930	4	1
954	11	2
5	4	9
64	2	1
179	4	1
435	4	8
645	11	4
703	21	48
803	14	3
816	0	1
180	4	3
266	4	1
350	16	1
389	19	12
650	10	1
927	14	7
982	3	1
406	20	1
568	4	3
586	6	2
609	9	1
740	2	2
118	23	61
330	1	11
451	4	1
686	13	6
831	25	1
12	22	6
169	5	1
366	10	1
686	5	2
802	1	1
910	5	8
213	21	3
363	10	7
408	4	1
641	4	1
759	5	1
692	5	4
766	0	1
968	19	10
226	18	1
360	10	2
408	3	9
617	18	3
643	5	1
284	1	1
294	14	1
847	12	1
7	12	7
65	17	2
391	10	2
950	4	2
552	11	1
4	9	1
50	23	1
125	2	4
129	18	3
495	9	30
972	16	1
113	23	1
163	23	2
256	25	2
503	12	1
730	3	1
496	10	8
6	5	2
129	4	1
207	22	1
468	4	6
641	5	3
861	14	1
868	12	4
52	8	1
223	19	2
224	17	1
276	10	1
578	17	1
889	12	1
953	20	1
124	14	22
255	6	1
274	10	1
339	2	10
731	25	1
847	23	1
157	12	47
363	6	2
447	18	4
604	6	2
824	5	1
415	13	5
445	23	1
687	12	5
217	1	5
228	1	4
300	8	1
304	4	3
389	7	15
3	8	15
152	10	5
339	21	13
966	20	4
559	11	5
795	10	1
59	21	78
377	4	1
539	17	4
552	19	1
553	2	4
123	23	1
512	10	1
584	18	1
759	17	3
142	21	8
186	23	1
786	1	1
797	20	2
785	5	186
942	12	5
965	19	12
6	11	2
240	17	2
255	14	2
690	4	5
703	2	197
483	11	1
579	4	35
759	18	2
11	21	1
22	23	1
86	14	3
155	1	1
394	23	1
805	5	6
899	5	2
938	12	4
551	4	16
762	18	2
812	4	1
9	18	1
42	2	1
124	10	5
182	19	7
215	2	2
914	24	1
966	23	1
89	14	1
129	19	1
167	23	15
361	23	2
559	10	3
111	14	2
180	21	2
231	1	1
308	14	3
910	10	4
921	12	4
8	4	78
296	24	1
378	4	3
548	19	4
597	15	34
469	11	1
829	14	7
906	14	1
967	5	2
812	2	2
913	10	2
125	10	3
164	3	1
209	13	1
286	18	11
747	3	1
618	3	1
635	15	222
867	1	1
200	3	1
336	4	4
360	14	1
551	27	2
594	25	1
880	6	1
862	21	1
902	24	1
261	3	1
450	19	1
611	25	1
663	1	2
676	6	64
71	12	2
381	6	2
542	20	12
611	16	1
651	20	152
551	15	1
812	13	1
858	12	1
244	4	2
246	19	1
297	11	1
314	2	2
505	12	1
48	19	2
339	20	27
962	4	4
343	23	1
851	19	3
881	10	3
983	6	2
42	3	1
197	1	1
392	4	3
671	2	2
728	12	6
653	15	10
909	11	1
123	5	2
304	14	1
345	8	2
557	18	1
565	18	1
881	4	7
888	5	4
17	5	3
59	3	21
97	5	1
644	10	1
872	4	1
810	25	2
914	13	2
36	19	1
316	22	12
416	5	1
581	3	1
625	4	27
116	14	2
325	26	10
374	20	1
665	18	1
914	1	2
767	17	2
205	25	113
329	4	1
376	10	3
556	3	5
741	4	3
382	21	1
651	11	4
876	2	1
15	20	1
98	3	1
174	19	1
210	11	14
339	4	46
962	3	1
883	1	1
6	1	1
51	23	15
339	11	10
355	7	2
559	3	5
712	11	3
838	4	2
913	4	2
195	12	5
281	2	5
411	19	1
438	17	1
579	2	4
916	14	1
19	14	1
111	19	3
555	19	2
720	4	9
985	1	1
47	4	3
535	4	11
538	24	1
684	4	1
814	12	2
958	16	27
40	11	1
358	4	6
442	8	2
672	13	3
922	13	1
509	11	2
675	18	1
45	17	1
59	1	6
172	7	1
355	5	1
432	23	1
67	3	6
351	2	1
364	22	1
541	16	21
891	13	2
73	13	1
96	5	1
228	21	5
587	24	3
927	7	1
652	5	2
654	25	1
676	13	82
124	3	9
314	12	1
573	11	1
591	21	2
638	21	1
731	15	7
746	17	1
923	13	23
275	12	2
431	3	1
453	5	2
556	6	2
612	14	5
354	3	4
363	12	22
559	17	2
313	4	1
607	25	2
753	7	4
758	21	2
349	6	2
350	3	1
590	3	1
972	23	2
269	25	18
497	11	1
559	7	11
2	3	1
65	23	11
106	3	1
163	10	1
246	10	4
560	6	1
834	3	1
165	4	4
323	4	8
562	11	4
636	0	1
641	21	2
41	23	1
229	1	1
337	10	1
579	13	3
853	6	18
699	4	3
137	1	1
157	3	7
201	18	3
205	4	43
506	4	1
732	24	6
746	4	1
794	3	1
370	4	8
410	4	1
434	5	1
519	2	1
559	5	9
210	3	16
371	5	13
568	1	1
853	11	9
415	3	42
419	2	1
441	2	4
37	4	2
77	15	1
124	4	7
159	27	2
300	10	325
465	18	2
621	12	2
769	11	1
785	27	52
795	3	4
375	18	2
397	2	114
485	11	2
37	25	1
85	4	2
171	10	2
200	12	3
202	3	8
893	4	4
505	3	1
657	20	6
672	18	3
6	10	1
311	12	1
335	20	1
339	10	13
360	2	1
676	5	160
676	19	114
914	18	2
686	24	1
146	14	4
296	4	10
676	23	38
676	11	35
618	5	1
744	4	1
933	14	16
80	3	1
221	2	4
273	19	4
448	4	3
488	15	12
674	5	1
826	11	10
155	11	1
211	4	1
443	1	4
607	4	4
652	1	1
556	12	3
579	0	6
614	10	2
686	3	3
131	10	2
281	13	8
718	5	8
925	21	2
933	5	13
59	20	4
412	13	1
433	22	21
482	11	1
842	5	1
428	3	1
471	4	23
763	4	1
64	18	3
236	6	1
267	18	1
273	24	1
331	22	3
820	1	1
957	5	2
729	1	11
878	18	2
985	15	2
63	12	1
