131	782	5
2	322	3
616	1080	5
100	290	1
20	378	12
10	763	70
602	59	1
23	677	4
17	631	1
110	198	1
147	158	19
17	775	14
134	381	4
843	232	2
283	830	1
412	928	1
533	63	1
17	1077	1
23	1144	2
193	52	7
225	794	1
329	610	1
240	232	5
10	717	7
217	639	24
111	129	8
736	802	1
285	57	2
180	186	1
62	330	1
45	577	1
87	480	5
264	432	1
331	367	1
178	339	1
20	248	12
266	707	34
100	298	4
216	12	1
443	267	3
497	953	1
163	1159	1
83	1147	1
88	298	21
21	915	10
106	1290	4
62	232	1
208	74	2
50	243	3
65	771	18
1131	377	1
114	1118	1
943	604	1
88	313	46
187	229	1
364	882	4
79	122	1
27	53	3
204	378	1
163	1290	4
1165	36	1
203	168	3
15	298	4
536	1160	4
308	320	1
52	297	1
62	410	1
420	130	1
15	104	11
117	443	3
22	375	3
156	357	2
729	954	1
1077	151	1
352	630	1
360	901	2
22	240	6
797	197	4
17	109	1
336	70	1
451	1340	1
88	82	4
751	673	2
160	60	6
225	375	2
1112	377	1
12	670	3
432	353	1
17	464	2
672	123	1
944	37	1
43	914	1
204	454	1
240	317	4
659	59	3
533	788	2
68	367	4
134	130	4
985	960	1
117	1281	1
132	820	2
21	1358	15
857	500	2
2	440	1
556	155	4
843	297	2
185	559	4
241	104	1
700	399	1
27	1498	6
223	247	1
15	82	2
68	43	4
51	1011	3
22	285	1
722	569	1
302	232	2
18	170	43
159	603	39
134	169	6
201	104	4
658	106	4
91	240	1
523	727	2
106	66	1
510	402	3
193	259	1
17	476	4
163	83	2
158	155	5
106	468	1
21	783	4
814	155	1
38	258	6
45	1035	14
217	121	1
110	323	3
68	789	4
10	51	102
426	295	19
62	257	8
378	763	1
17	683	6
564	410	3
493	288	2
17	830	1
51	1111	1
622	18	1
96	593	14
126	493	18
132	497	1
76	335	1
235	990	1
14	195	24
165	216	18
512	430	3
391	551	1
57	630	2
21	1367	6
176	316	17
621	1191	3
159	35	13
260	298	3
21	375	8
110	25	2
14	456	1
160	1035	3
264	133	1
87	346	4
22	833	79
74	457	8
631	9	8
613	232	3
264	1197	1
360	1230	9
584	320	15
395	47	6
133	497	3
45	497	16
21	357	8
127	670	2
330	159	2
529	61	1
523	213	2
162	734	14
105	338	8
132	82	2
776	390	1
220	787	3
256	637	1
329	307	2
9	1045	1
415	57	2
23	155	22
50	413	2
756	993	1
