25	7	1
59	6	7
96	9	1
182	1	1
185	14	1
112	2	3
164	5	3
181	1	7
202	0	1
192	15	4
42	9	1
51	5	2
108	10	2
141	7	3
158	6	1
212	3	1
11	5	9
77	5	1
157	5	1
192	17	6
192	0	12
97	8	4
141	3	43
151	7	4
83	0	1
148	16	1
192	2	8
24	15	3
155	16	1
48	5	3
55	9	1
70	2	6
95	6	1
223	9	2
2	8	2
84	2	6
234	10	3
143	5	1
223	8	21
242	6	1
47	8	21
88	15	1
90	13	1
118	7	2
146	1	1
0	1	1
16	2	2
104	5	3
2	10	2
143	11	4
147	7	143
149	1	17
172	10	1
17	2	3
193	2	2
131	4	5
172	6	1
237	15	3
16	1	3
36	8	4
106	8	1
167	17	3
219	0	1
35	3	7
85	3	18
138	5	3
152	2	4
175	1	9
75	17	1
88	5	1
98	0	15
126	2	1
42	2	6
116	8	20
238	3	3
189	2	5
190	5	3
16	0	1
28	2	49
113	9	10
116	15	10
134	10	5
113	7	1
119	15	10
121	15	1
131	6	27
199	13	4
18	9	1
67	7	6
189	5	1
208	2	1
234	7	3
116	4	5
223	18	30
234	3	16
156	0	1
70	3	3
226	0	1
229	14	1
203	5	1
44	2	1
50	14	3
53	3	2
100	5	1
105	2	2
223	10	12
56	3	49
108	1	5
110	1	10
129	7	9
205	16	2
198	3	9
15	2	5
87	1	1
105	18	1
127	3	1
152	5	1
27	7	1
94	16	1
106	1	3
116	2	2
143	14	2
25	2	1
28	0	19
164	2	1
217	2	1
181	6	1
219	1	5
17	3	2
64	2	5
84	3	2
169	9	1
176	16	9
49	2	2
191	0	55
194	3	5
196	2	9
209	3	2
120	5	2
29	7	1
45	2	1
56	7	20
93	17	1
113	5	7
74	8	13
79	6	23
110	4	2
143	6	1
168	9	3
235	2	6
46	3	5
83	3	1
113	3	3
175	10	13
181	0	4
242	10	2
71	11	1
140	0	1
181	10	2
218	0	6
14	0	5
125	1	2
183	20	1
195	2	3
2	2	17
19	2	2
107	0	2
110	9	6
123	0	2
21	9	1
51	13	6
102	2	4
192	9	1
216	4	15
85	8	27
229	2	1
15	7	2
39	5	1
84	10	1
134	0	10
211	0	4
220	0	247
26	2	6
28	1	17
50	0	29
100	2	1
124	8	1
233	1	1
61	5	3
196	15	6
204	8	1
238	2	1
33	15	1
79	1	31
179	3	1
50	5	140
114	2	3
125	0	1
150	2	8
184	9	1
131	8	15
171	3	1
234	9	4
97	0	5
158	5	5
192	5	1
193	4	10
48	2	1
90	14	1
97	1	4
164	0	1
2	7	9
12	8	1
132	2	1
210	3	2
213	2	2
224	9	1
28	16	14
42	0	2
72	2	6
134	2	8
191	9	1
222	3	4
4	2	2
91	16	3
171	19	1
205	21	1
207	0	1
3	8	1
33	5	1
164	9	1
241	0	4
42	3	1
68	17	5
83	1	4
101	2	1
117	0	1
20	3	1
40	2	6
116	0	3
131	9	49
193	11	15
2	3	6
95	16	1
99	2	2
100	10	1
158	15	4
109	5	9
192	7	6
211	3	2
229	8	1
234	0	13
241	7	6
108	9	1
113	12	2
113	0	9
165	9	1
228	3	21
78	5	1
116	17	5
178	2	15
96	2	1
143	15	4
144	16	1
240	9	2
9	3	8
63	2	2
97	3	1
134	9	2
146	2	1
188	16	1
134	1	3
168	5	4
234	2	14
88	0	1
141	5	15
142	3	1
175	0	7
98	11	6
116	1	12
143	17	4
169	5	1
227	13	10
8	2	1
52	3	4
135	8	6
168	4	6
173	5	1
164	3	1
192	1	3
230	15	6
11	10	9
123	5	1
153	0	1
168	1	4
171	15	2
177	3	1
241	2	11
2	5	3
26	3	2
61	2	6
128	2	2
134	4	12
2	1	4
176	11	65
179	19	1
231	4	5
174	2	4
21	13	1
58	8	1
78	9	2
144	8	11
166	5	18
171	0	5
139	8	12
160	4	1
5	5	3
57	5	1
74	0	6
89	5	1
127	2	9
73	3	4
162	8	2
171	17	4
195	7	1
242	1	9
30	2	15
140	2	4
185	5	8
205	2	7
44	4	3
116	16	1
196	17	4
214	1	9
229	0	2
187	3	1
189	0	2
234	6	1
5	10	1
42	1	5
113	1	10
145	3	1
151	3	4
181	2	5
6	11	1
54	2	10
76	2	16
94	3	2
129	9	2
241	22	4
240	10	5
13	12	1
56	2	50
90	8	1
95	11	15
136	2	1
235	7	1
62	0	1
81	0	1
130	2	1
134	3	7
206	0	1
2	0	4
98	13	6
146	16	1
159	0	1
241	11	2
43	2	2
189	6	1
38	3	4
50	7	20
58	5	2
194	2	3
212	9	3
230	4	5
2	4	16
108	5	1
111	17	4
158	10	5
222	0	2
155	1	1
171	1	1
196	10	2
31	2	1
46	15	2
2	6	2
65	1	18
82	7	4
196	3	9
239	16	22
0	0	1
59	3	14
75	3	1
116	13	4
184	3	2
10	0	1
118	16	1
85	5	9
115	1	5
175	4	5
182	0	1
200	2	1
54	3	21
141	9	12
198	7	1
212	15	4
221	4	1
65	13	11
163	5	1
66	8	2
221	0	1
113	2	4
143	18	1
168	0	6
242	17	8
48	9	3
67	16	1
173	9	4
236	4	1
37	9	12
59	8	1
61	3	2
68	6	5
205	7	2
92	7	2
177	5	2
197	7	1
205	5	1
23	14	58
69	3	3
137	15	1
141	2	30
180	2	1
15	3	4
53	2	3
57	9	5
90	15	1
128	7	6
225	2	1
32	5	1
133	15	2
237	1	1
71	2	7
80	7	23
116	3	12
154	1	1
229	16	3
115	5	2
161	2	1
187	2	1
232	1	5
237	3	2
100	3	5
136	3	1
174	3	10
122	5	1
242	3	10
60	1	1
152	3	8
206	11	3
178	16	1
234	17	4
22	0	9
108	0	3
170	9	1
172	2	1
175	5	4
2	9	1
50	16	13
54	10	3
65	0	32
98	5	2
222	1	1
238	5	1
242	0	3
237	17	4
34	0	10
66	5	3
123	1	10
215	2	1
229	10	1
7	5	1
103	5	1
118	5	2
242	2	4
222	2	1
238	8	9
190	0	38
21	5	4
50	2	5
140	19	6
183	5	1
185	7	1
152	9	1
189	3	1
242	5	2
211	1	2
1	2	2
75	15	2
113	10	6
119	7	1
171	14	2
41	0	7
116	14	5
168	15	3
201	8	1
40	3	10
114	7	1
138	6	1
186	9	2
86	9	1
205	9	2
241	14	1
50	1	79
90	0	1
234	15	11
