496	19	5
612	11	6
888	15	2
1044	6	55
1077	13	1
65	5	1
82	4	3
279	14	1
371	15	1
1195	15	6
64	20	1
602	19	1
913	13	4
364	2	7
1222	22	41
109	13	25
276	8	4
329	10	2
742	6	8
1078	17	1
892	18	1
1163	13	14
238	15	3
282	8	3
483	4	2
800	17	1
876	11	12
68	19	1
320	2	1
408	16	2
1061	16	2
176	0	1
252	13	3
465	6	6
1036	15	1
1058	8	9
1037	11	1
1183	20	1
975	11	2
333	13	8
809	6	1
897	14	1
45	16	1
620	19	1
661	11	1
917	13	1
1080	13	3
465	2	2
880	13	1
929	0	1
950	13	17
1076	22	5
393	0	9
479	4	1
896	11	1
1126	22	114
1175	6	9
1238	11	30
54	2	3
97	2	2
404	8	15
582	0	2
1004	1	3
683	19	3
728	20	3
777	16	1
179	0	1
295	17	1
343	9	2
369	0	1
510	6	1
92	13	6
243	9	1
1065	11	1
1150	4	3
129	13	2
355	19	6
479	3	3
1212	0	1
1091	6	3
55	2	4
140	15	1
279	2	1
944	2	3
84	8	15
1019	19	1
166	11	2
796	13	1
1275	0	1
800	3	1
837	13	1
267	14	13
465	3	1
862	4	2
952	8	1
1096	13	20
279	8	3
430	1	1
644	2	3
340	6	45
392	9	3
1150	17	11
1175	16	1
1229	5	8
340	0	59
666	0	1
965	16	32
1098	11	3
1102	4	9
729	6	3
9	6	2
173	22	1
288	5	3
364	8	2
456	13	1
409	8	3
1152	8	1
379	8	1
799	2	1
1147	22	33
1251	11	5
1080	22	5
1167	0	2
1175	2	4
27	9	1
612	6	7
616	11	12
914	2	1
946	11	4
1186	11	19
580	2	13
812	11	2
1113	19	2
1257	13	8
1109	6	1
79	3	9
442	15	2
839	11	4
852	13	1
933	19	1
728	4	6
846	11	1
1066	14	1
689	13	4
1243	8	1
1277	15	2
14	8	1
498	2	2
595	11	30
599	6	16
1244	13	17
573	13	1
841	11	1
1102	18	5
1138	13	2
209	13	1
324	0	1
801	8	7
1002	19	4
401	14	1
617	9	1
929	20	1
1131	11	1
1175	8	3
238	13	4
369	8	1
375	11	1
983	19	1
1045	10	1
104	19	2
551	10	2
583	16	1
797	11	6
1065	2	1
1102	5	21
25	11	1
576	16	3
1191	8	5
202	2	6
341	11	4
489	13	8
531	8	1
692	27	1
97	7	3
261	19	5
1189	11	6
204	8	1
248	3	1
401	13	1
736	15	1
1079	9	2
970	4	1
1087	1	1
1167	1	1
17	5	1
82	2	16
616	5	1
669	3	1
758	6	1
171	2	8
607	14	1
1145	12	1
449	2	1
1012	21	7
1151	0	10
324	22	3
783	19	1
1220	18	1
1233	6	8
1209	13	1
492	19	1
731	16	4
924	13	1
965	10	4
1011	19	7
1246	20	1
64	13	4
189	14	3
204	13	1
440	13	1
483	9	41
443	11	1
492	5	3
409	11	1
822	11	4
1070	13	1
917	6	5
179	11	21
210	2	1
400	11	3
489	3	2
507	11	41
568	17	2
985	6	1
310	22	9
355	14	16
393	11	44
455	25	15
562	2	13
1009	5	38
1023	8	6
47	8	1
430	5	8
483	0	89
488	15	2
998	15	5
99	2	1
235	20	4
892	21	13
1115	13	3
1133	11	70
144	8	4
192	11	3
363	8	1
897	4	1
990	4	1
565	19	19
1031	6	3
1277	24	1
37	8	4
40	19	1
261	11	12
309	8	1
352	6	3
318	11	5
571	1	2
579	14	2
936	9	3
1184	15	1
161	11	8
302	3	5
423	15	1
535	3	1
1057	8	2
1220	15	2
931	20	1
1254	2	1
565	2	60
729	19	1
803	19	1
1080	11	1
2	5	1
121	8	1
218	8	1
378	3	3
1129	14	2
