259	10	1
126	17	24
167	0	12
252	24	1
244	14	4
361	0	1
72	13	1
117	3	1
121	6	1
78	1	1
263	1	1
359	6	2
394	7	18
192	18	41
10	8	3
277	13	2
44	2	3
317	17	6
218	17	1
272	6	1
353	2	1
12	0	2
361	1	2
76	23	1
205	7	8
324	13	1
174	5	15
225	3	3
330	16	1
386	2	2
87	13	4
394	4	12
377	2	1
29	3	6
119	17	1
265	14	2
294	14	2
194	12	1
14	4	1
67	8	1
69	9	6
164	9	1
185	0	3
321	0	1
357	5	2
388	7	16
29	0	1
33	4	64
236	14	1
255	0	1
368	1	3
147	7	7
178	4	4
279	0	1
291	8	1
171	3	18
175	7	4
120	9	1
81	4	11
94	4	1
21	0	6
368	0	9
211	22	47
288	4	2
148	13	1
199	2	6
321	3	1
57	14	1
213	25	1
381	16	2
3	8	1
108	10	10
151	7	1
62	7	5
107	2	3
211	1	7
237	4	1
243	0	4
276	0	2
154	15	1
187	7	7
208	6	1
204	23	3
258	14	2
156	8	1
389	3	2
95	7	33
191	14	1
327	23	1
381	0	25
123	4	1
345	0	1
95	6	6
359	2	4
389	2	1
225	12	6
394	18	6
309	5	14
137	9	6
241	3	1
60	22	1
137	2	1
163	8	1
199	4	3
296	1	1
234	3	1
239	1	1
298	0	1
364	0	2
385	12	1
300	18	3
50	14	1
103	14	3
176	0	1
226	17	72
248	13	2
247	0	2
1	4	1
104	1	1
363	14	1
319	1	1
5	6	66
85	2	2
171	1	5
260	7	1
289	9	1
37	14	11
47	5	3
22	2	3
137	6	1
381	23	6
2	2	10
209	0	1
367	24	2
293	21	10
7	3	1
51	4	35
291	0	2
334	16	2
4	6	1
245	14	2
276	7	5
313	13	27
328	10	1
11	4	3
171	8	8
224	6	1
38	6	1
315	3	3
196	14	2
226	4	11
137	1	5
26	7	1
27	2	9
43	0	2
152	0	1
166	3	1
340	2	1
103	4	2
267	2	1
167	2	20
384	13	19
139	3	6
227	2	7
160	4	61
376	1	1
287	4	3
322	14	3
49	15	1
111	3	13
205	4	3
274	0	9
175	2	1
344	1	3
364	4	6
77	8	1
299	13	1
167	17	126
212	0	72
10	0	30
92	4	1
395	0	1
304	2	5
345	17	1
357	23	7
291	2	2
64	9	12
115	1	16
218	2	6
235	2	2
89	7	1
174	1	5
259	4	5
21	14	12
45	7	6
195	3	1
333	2	27
122	13	1
162	14	2
96	13	2
118	13	1
133	14	5
175	4	6
2	5	1
372	14	11
177	4	4
214	8	1
339	4	46
261	5	3
290	1	2
296	8	2
316	4	6
398	9	7
39	2	1
216	9	1
234	2	1
202	13	3
204	14	1
334	26	4
79	0	1
90	0	7
97	6	1
331	4	3
204	1	16
238	14	1
296	22	3
50	7	1
105	9	18
105	12	1
400	17	1
86	13	4
149	13	3
311	7	2
142	13	1
46	0	1
58	7	7
84	14	5
357	1	17
357	0	66
37	8	2
46	7	7
164	24	2
182	13	1
308	9	1
316	22	4
288	20	1
105	18	7
181	0	1
299	0	2
230	7	3
239	3	1
333	1	1
192	7	107
389	10	1
128	3	1
196	23	1
24	13	3
110	3	1
342	0	1
240	13	11
247	3	1
370	14	5
15	9	4
25	18	1
359	7	2
386	4	4
216	22	2
310	7	1
313	14	1
316	7	6
339	5	34
107	4	1
171	23	1
233	0	12
323	4	5
69	21	1
130	2	5
56	21	1
257	0	1
390	0	1
11	0	2
152	7	18
0	0	6
84	6	8
124	7	24
266	14	4
302	8	1
326	24	1
186	0	2
204	5	3
145	13	14
229	20	1
1	1	2
29	7	1
31	4	1
367	17	21
381	4	6
383	13	5
185	20	2
180	1	1
268	7	13
28	0	1
385	2	52
291	16	2
139	7	16
229	5	2
285	2	7
313	9	22
65	2	7
114	21	3
336	1	1
193	2	7
215	22	2
357	14	2
294	13	34
320	7	4
378	0	7
381	12	1
293	1	1
293	10	7
185	1	1
230	5	2
265	7	4
175	10	2
235	17	1
257	21	1
220	2	1
222	2	2
365	21	9
66	13	1
363	13	1
50	3	1
47	3	19
129	0	3
289	0	4
