8636126004,0,3,0,"0,1,2,3,4"
8635021631,0,3,1,"5,6,0,7,8"
7133494159,1,2,2,"9,10,11,12,13"
7133492891,1,2,2,"14,15,16,1,17"
7909379802,2,9,2,"18,19,20,21,22"
7909378764,2,9,2,"2,1,15,23,24"
7909378182,2,9,2,"15,2,14,1,17"
7909377748,2,9,2,"25,26,27,28,29"
7909377308,2,9,2,"30,5,31,32,6"
7909376910,2,9,2,"14,15,33,24,34"
7909376692,2,9,2,"35,36,37,38,39"
7909376086,2,9,2,"35,13,38,40,41"
7909375574,2,9,2,"42,43,44,45,17"
7909375086,2,9,2,"46,32,47,5,48"
7909374538,2,9,2,"20,4,49,50,51"
7909371670,2,9,3,"2,1,15,52,53"
7909371090,2,9,3,"54,55,56,57,58"
7909370428,2,9,3,"59,60,61,62,0"
7909369918,2,9,3,"15,2,63,64,65"
7909368464,2,9,3,"4,66,67,32,68"
7909368106,2,9,3,"52,65,53,69,70"
7909367508,2,10,4,"43,71,72,73,74"
7909367024,2,9,4,"15,14,16,2,23"
7909366560,2,9,4,"75,68,65,0,3"
7909365596,2,9,4,"20,21,76,50,12"
7909365056,2,9,5,"77,2,53,78,15"
7909364570,2,9,5,"53,78,29,77,79"
7909364258,2,9,5,"1,2,16,15,23"
7909363810,2,9,6,"12,80,9,28,13"
7909363454,2,9,6,"81,76,82,83,84"
7909401588,2,9,0,"14,24,15,23,33"
7909401274,2,9,0,"85,24,23,33,14"
7909400786,2,9,0,"85,23,24,86,87"
7909400390,2,9,1,"79,39,88,1,15"
7909399934,2,9,1,"53,77,1,78,52"
7909399322,2,9,1,"32,0,3,89,4"
7909398878,2,9,1,"16,2,79,1,33"
7909398280,2,9,0,"60,16,33,85,2"
7909397330,2,9,7,"90,20,4,91,89"
7909396800,2,10,4,"9,92,72,93,71"
7909391322,2,9,8,"94,95,83,96,97"
7909390842,2,9,8,"89,32,0,98,1"
7909389152,2,9,4,"76,81,9,99,100"
7909388218,2,9,9,"101,83,41,102,103"
9306374973,2,10,4,"15,104,23,24,105"
9309159068,2,10,4,"24,15,59,23,2"
9306372619,2,10,4,"106,107,62,80,40"
9309154604,2,10,2,"1,2,15,16,63"
9306367191,2,10,2,"28,108,109,91,25"
9306365391,2,10,2,"108,109,110,111,112"
9309149360,2,10,2,"15,14,2,39,33"
9309147720,2,10,2,"90,113,114,115,116"
9306360445,2,10,2,"91,29,72,117,5"
9306354099,2,10,4,"15,14,24,33,104"
9309125388,2,10,10,"28,9,118,119,120"
9309123714,2,10,10,"28,12,118,121,97"
9309121314,2,10,4,"3,94,0,122,4"
9309119810,2,10,4,"25,29,20,91,3"
9309118598,2,10,4,"93,29,18,123,20"
9306332045,2,10,4,"94,83,122,124,29"
9309114998,2,11,7,"15,2,16,1,17"
9309110442,2,11,7,"113,125,126,90,112"
9309109170,2,11,7,"127,128,129,0,130"
12088384345,2,11,7,"1,15,2,63,131"
12088690063,2,11,7,"20,12,90,91,29"
12088756334,2,11,7,"24,89,1,81,0"
12088682563,2,11,7,"1,132,133,89,131"
12088370345,2,11,7,"20,25,75,121,28"
12089035626,2,11,4,"134,135,20,136,44"
12088363005,2,11,4,"45,135,15,72,44"
4408930210,3,2,8,"74,137,138,139,71"
10226305444,4,10,2,"117,108,49,93,127"
10226309304,4,10,2,"25,44,140,141,97"
6338782949,5,9,10,"9,142,10,13,11"
6339536304,5,9,5,"1,2,53,15,132"
6339536516,5,9,5,"2,15,1,77,53"
6339537048,5,9,5,"1,2,53,77,15"
2667189710,6,5,11,"143,144,3,145,146"
4735503345,7,5,5,"147,15,105,34,52"
13805902935,8,2,2,"45,32,148,7,149"
8520676182,9,2,3,"36,150,70,151,152"
8519563371,9,2,3,"9,142,70,61,36"
8519561761,9,2,3,"2,15,1,85,24"
8520675558,9,2,3,"136,91,108,29,90"
8519561299,9,2,3,"89,1,15,132,2"
8520674158,9,2,3,"153,141,154,103,155"
8519560373,9,2,3,"0,2,98,154,156"
8519559809,9,2,3,"136,29,93,157,11"
424011030,10,1,0,"85,24,23,15,2"
5389825796,11,11,10,"12,13,80,9,1"
5389221469,11,11,10,"59,157,69,158,70"
5389221499,11,11,10,"36,70,151,136,59"
5389825900,11,11,10,"52,53,16,158,85"
5389221567,11,11,10,"82,158,61,159,160"
5389221609,11,11,10,"142,59,9,36,161"
5389221643,11,11,10,"151,160,70,162,69"
5389221693,11,11,10,"62,59,55,150,163"
5389826088,11,11,10,"6,32,0,7,98"
5391757989,11,11,5,"2,15,34,1,24"
5392358294,11,11,5,"34,14,2,24,15"
5391758121,11,11,5,"34,2,14,15,33"
5391758151,11,11,5,"2,15,34,1,33"
5391758173,11,11,5,"2,77,15,79,53"
5391758199,11,11,5,"39,45,5,154,22"
5392358440,11,11,5,"39,5,164,45,52"
5392358484,11,11,5,"96,5,102,39,165"
5391758297,11,11,5,"1,2,0,79,65"
5161922055,12,10,8,"98,0,89,1,32"
6159102172,13,7,12,"23,24,16,59,15"
1438215430,14,0,0,"89,4,0,166,7"
1438215438,14,0,0,"53,77,52,135,104"
1438215442,14,0,0,"15,2,24,14,23"
1609350318,14,0,0,"48,29,18,30,19"
1609350332,14,0,0,"3,0,167,32,8"
5760941831,15,2,3,"59,69,157,36,70"
5761488200,15,2,3,"45,64,154,44,51"
5761489648,15,2,3,"2,64,52,15,77"
5761497454,15,2,3,"158,28,65,168,61"
5761499014,15,2,7,"93,100,72,111,20"
5760955597,15,2,7,"100,20,131,12,50"
5761503704,15,2,2,"85,121,35,1,169"
5760960145,15,2,2,"59,170,36,35,54"
