268535960,0,9,0,"0,1,2,3,4"
284505324,0,9,1,"5,6,7,8,9"
285538933,0,10,0,"10,11,12,13,14"
289494173,0,10,2,"15,16,17,18,0"
289494204,0,10,3,"19,20,21,22,23"
289494280,0,10,3,"24,25,26,27,22"
294574920,0,10,4,"28,29,30,1,31"
294574988,0,10,5,"32,33,34,35,36"
294575044,0,10,5,"37,38,35,39,40"
294575105,0,10,5,"0,41,42,43,28"
294575229,0,10,5,"42,34,43,33,44"
294575288,0,10,5,"37,45,46,38,47"
294575348,0,10,5,"48,45,46,49,50"
304482157,0,10,0,"51,52,53,38,54"
305900726,0,10,6,"55,36,56,57,42"
305900765,0,10,6,"58,59,60,61,62"
305900823,0,10,6,"63,64,65,66,67"
305900884,0,10,6,"62,68,69,70,71"
305900925,0,10,6,"72,73,74,75,76"
305901017,0,10,6,"64,55,77,78,79"
305901079,0,10,6,"64,55,74,80,77"
305901125,0,10,6,"80,64,55,66,74"
305901166,0,10,6,"80,70,74,81,82"
305901206,0,10,6,"62,83,69,84,85"
305901398,0,10,6,"28,31,86,0,41"
305901282,0,10,6,"87,88,89,90,91"
305901456,0,10,6,"92,42,23,93,28"
305901545,0,10,6,"94,43,95,30,96"
317814964,0,11,4,"97,98,62,99,100"
330747739,0,11,4,"58,61,101,62,102"
355785344,0,0,0,"103,43,32,19,30"
359901093,0,0,0,"55,80,81,82,104"
359901162,0,0,0,"80,105,55,104,64"
359901249,0,0,0,"106,64,55,78,107"
378814387,0,0,4,"102,101,62,83,108"
363564459,0,0,4,"48,93,46,37,96"
363564562,0,0,4,"48,93,45,67,109"
363564670,0,0,4,"0,87,93,48,56"
363564790,0,0,4,"48,93,28,45,67"
363564895,0,0,4,"0,96,39,56,93"
2475858276,1,4,7,"110,111,112,113,79"
2475861662,1,4,7,"52,114,69,0,115"
2475049799,1,4,7,"87,48,116,31,0"
2475047161,1,4,7,"87,0,52,15,117"
2475050567,1,4,7,"110,111,112,79,113"
2475051527,1,4,7,"65,67,91,118,119"
2475871234,1,4,7,"110,111,112,113,54"
2475054783,1,4,7,"110,111,79,113,112"
2475874074,1,4,7,"110,111,79,120,54"
2475058155,1,4,7,"110,112,111,79,113"
6199716077,2,9,3,"121,115,122,14,123"
6213730481,2,9,3,"123,124,125,126,127"
6652484249,2,0,3,"123,124,125,126,128"
7357471068,3,5,2,"65,129,130,131,132"
7172111979,3,5,8,"25,26,32,20,19"
7357471836,3,5,2,"17,16,18,133,134"
4999703206,4,8,5,"33,135,136,47,137"
4999712928,4,8,9,"87,93,138,139,140"
4999714564,4,8,5,"28,2,45,48,141"
4999113371,4,8,5,"9,1,141,41,142"
7965790134,4,8,10,"26,39,143,15,56"
7965794142,4,8,10,"42,23,0,92,93"
7965795006,4,8,10,"19,30,22,20,144"
7965796156,4,8,10,"30,144,22,19,20"
7965797746,4,8,10,"30,92,56,20,43"
7965798714,4,8,10,"20,22,145,56,146"
7965799570,4,8,10,"69,0,61,147,24"
7965800922,4,8,10,"0,15,44,93,148"
7965801690,4,8,10,"19,23,74,30,21"
7965802432,4,8,10,"130,41,149,30,43"
7965811290,4,8,10,"87,15,0,150,48"
7965811632,4,8,10,"151,32,24,56,15"
7965812036,4,8,10,"23,15,87,0,74"
7965812480,4,8,10,"143,20,27,152,19"
7965812890,4,8,10,"153,151,87,0,154"
7965813318,4,8,10,"9,155,141,10,156"
7965813794,4,8,10,"151,37,38,32,24"
7965814260,4,8,10,"48,87,151,93,15"
7965814752,4,8,10,"48,87,151,45,157"
7965815280,4,8,10,"158,138,38,151,159"
7965815648,4,8,10,"151,158,138,37,160"
7965816086,4,8,10,"153,158,138,38,159"
7965816482,4,8,10,"151,37,47,159,87"
7965816948,4,8,10,"87,151,32,24,15"
10316835406,4,9,1,"6,136,161,69,17"
10316834646,4,9,1,"141,9,161,162,163"
10316806215,4,9,1,"164,38,6,165,166"
10316785354,4,9,1,"141,9,153,48,167"
10316831626,4,9,1,"9,141,153,167,150"
10316969043,4,9,1,"155,109,48,168,45"
10347470534,4,9,2,"6,161,45,63,8"
10347482035,4,9,2,"169,162,136,93,161"
10347671913,4,9,2,"169,161,136,47,162"
