5528931997,0,2,0,"0,1,2,3,4"
3563396553,1,4,1,"5,6,7,8,9"
3564212768,1,4,1,"5,7,10,11,12"
9800881585,2,4,2,"13,14,15,16,9"
11842180674,2,5,3,"17,18,19,20,7"
9943293316,2,5,4,"21,22,23,24,25"
11841745485,2,5,5,"21,26,27,28,29"
11843091276,2,5,4,"21,30,22,31,28"
12139254824,2,5,4,"32,33,34,35,36"
10169986683,2,5,6,"37,23,28,38,25"
12037805975,2,0,7,"39,40,1,41,42"
12138850595,2,0,8,"43,44,45,2,0"
3360238995,3,1,9,"46,47,48,49,5"
3360246667,3,1,10,"50,3,8,51,52"
3361069486,3,1,10,"53,50,54,55,56"
3361083964,3,1,8,"57,58,59,60,61"
3360269801,3,1,8,"54,9,62,63,5"
3361092304,3,1,8,"64,65,63,66,67"
3360277487,3,1,8,"59,58,68,69,70"
3360280473,3,1,8,"67,9,71,64,7"
3360286975,3,1,8,"72,73,66,74,67"
3361109034,3,1,8,"7,5,64,9,67"
3360294843,3,1,8,"5,7,11,54,6"
3360295351,3,2,11,"75,76,77,78,79"
4118789312,4,6,12,"80,81,82,83,84"
4118020597,4,6,12,"85,86,84,55,77"
4118792098,4,6,12,"87,1,57,22,88"
4118024417,4,6,12,"46,47,65,89,90"
4118030481,4,6,2,"53,91,92,56,50"
4118032271,4,6,2,"53,56,50,55,92"
4118810134,4,6,13,"38,93,25,22,26"
4118041249,4,6,13,"38,21,25,22,93"
4118042017,4,6,13,"25,21,22,28,38"
4118812522,4,6,13,"38,28,25,21,37"
4118043733,4,6,13,"25,22,38,28,21"
4118814374,4,6,13,"38,21,28,22,83"
4118820638,4,6,13,"94,95,96,97,98"
4118825320,4,6,12,"43,99,100,98,85"
4118831270,4,6,10,"50,101,53,102,64"
4118832236,4,6,10,"102,67,103,0,1"
4118833088,4,6,10,"45,104,105,106,98"
4118064917,4,6,10,"51,88,39,25,8"
4118065913,4,6,3,"39,51,107,45,108"
4118836658,4,6,10,"25,21,51,39,109"
4118068405,4,6,3,"38,30,21,37,109"
4118838832,4,6,3,"110,109,38,26,111"
4118840334,4,6,3,"17,30,64,5,18"
4118841956,4,6,3,"112,54,7,5,113"
4118073357,4,6,3,"17,114,63,64,47"
4118843814,4,6,3,"98,24,31,22,80"
4118844644,4,6,3,"114,115,38,5,89"
4118075965,4,6,14,"38,93,18,5,7"
4118846206,4,6,3,"106,116,117,118,3"
4118077389,4,6,14,"119,37,118,107,120"
4118847914,4,6,14,"37,21,38,93,22"
4118848646,4,6,14,"121,35,122,0,123"
4118079749,4,6,14,"37,124,117,38,93"
4118850132,4,6,14,"21,53,26,37,25"
4118850806,4,6,14,"107,125,126,25,21"
4118851646,4,6,10,"127,37,96,98,118"
4118082957,4,6,10,"98,30,31,55,87"
4118853334,4,6,3,"0,1,51,2,128"
4118084925,4,6,3,"45,21,55,53,39"
4118856288,4,6,15,"39,45,42,55,22"
4118087751,4,6,13,"21,22,24,98,129"
10013979763,5,7,12,"40,41,56,53,50"
10013919396,5,7,12,"50,56,41,40,53"
10013926236,5,7,12,"50,55,130,42,56"
10013865394,5,7,12,"50,130,42,39,56"
10013874604,5,7,12,"50,130,42,55,40"
10013881774,5,7,12,"50,8,92,125,45"
10013931015,5,7,12,"0,1,3,121,102"
10013895834,5,7,12,"131,53,1,132,50"
10013904094,5,7,12,"1,3,0,102,121"
10013951585,5,7,12,"50,39,130,55,1"
10013915754,5,7,2,"118,133,67,69,75"
10013989976,5,7,2,"133,118,106,134,120"
10013926774,5,7,2,"53,50,8,26,45"
10014066883,5,7,2,"8,26,53,132,50"
10014073283,5,7,2,"53,50,26,56,21"
10013985665,5,7,2,"50,1,3,0,53"
10014019276,5,7,2,"50,1,135,3,53"
10014088023,5,7,2,"50,1,3,53,55"
10014030296,5,7,15,"56,50,55,40,130"
10013967454,5,7,15,"53,56,21,55,50"
10014043496,5,7,15,"50,56,92,53,1"
10014112103,5,7,15,"50,1,3,55,56"
10014117183,5,7,15,"66,91,136,50,137"
10013988784,5,7,2,"0,1,100,85,99"
10013994334,5,7,2,"0,1,85,100,74"
10014158413,5,7,16,"50,92,53,55,56"
10014071325,5,7,16,"50,92,53,54,55"
10014077325,5,7,13,"85,64,17,31,87"
10014100575,5,7,17,"58,138,139,5,59"
