6656416589,0,5,0,"0,1,2,3,4"
6656418463,0,5,0,"5,6,7,0,8"
6656420371,0,5,0,"9,10,11,12,13"
6656421479,0,5,0,"14,15,16,12,17"
6656422763,0,5,0,"17,15,14,16,12"
6656425271,0,5,0,"5,0,6,4,18"
10457209566,1,9,1,"19,20,21,22,23"
10457230705,1,9,1,"24,25,11,16,26"
10457212254,1,9,2,"27,28,29,30,31"
10457234086,1,9,3,"3,0,32,33,12"
10457424463,1,9,3,"16,25,15,26,5"
10457557503,1,9,3,"34,35,36,37,38"
10457393115,1,9,3,"39,16,12,15,40"
10457373574,1,9,3,"41,39,42,43,44"
10457379946,1,9,3,"39,32,45,12,46"
10457568033,1,9,3,"47,19,48,49,34"
10457571273,1,9,3,"17,50,51,52,53"
10457388106,1,9,3,"54,19,55,56,57"
10457387674,1,9,4,"6,58,18,59,60"
8655431797,2,2,1,"4,5,0,61,59"
8655431519,2,2,1,"5,0,62,25,63"
8655431217,2,2,1,"0,5,4,9,42"
8655430899,2,2,1,"3,0,5,61,64"
8655429225,2,2,1,"39,65,46,66,67"
8655429017,2,2,1,"3,33,0,66,42"
8655428709,2,2,1,"25,68,69,70,71"
8655428413,2,2,3,"3,1,0,71,72"
8656532618,2,2,3,"3,66,1,46,0"
8656532274,2,2,5,"73,25,74,75,76"
8656444951,2,2,6,"73,5,4,18,74"
8657550102,2,2,6,"77,25,5,78,75"
8656444509,2,2,6,"79,80,81,76,18"
8657549720,2,2,6,"61,75,82,83,2"
8656444107,2,2,6,"73,84,85,60,4"
8657549354,2,2,6,"86,25,70,87,34"
8657549120,2,2,7,"81,18,5,78,0"
8656443027,2,2,2,"88,89,90,91,92"
8657548132,2,2,2,"70,34,93,89,84"
8656442641,2,2,2,"75,1,63,2,65"
8657547800,2,2,2,"75,70,93,25,94"
8657547634,2,2,2,"78,84,95,59,91"
8656442117,2,2,2,"5,61,0,25,4"
8657547320,2,2,2,"79,5,25,81,18"
8656424273,2,2,2,"25,5,42,46,34"
8657547150,2,2,2,"96,76,97,39,79"
8657546994,2,2,2,"25,98,70,5,79"
5594442060,3,3,8,"47,99,100,101,39"
