19261460@N00,28
43797054@N00,101
44944819@N00,104
45533050@N00,106
7359973@N08,183
20081019@N00,29
23382024@N00,40
34427465501@N01,73
44580780@N05,102
59367690@N00,150
70103020@N00,169
7183730@N06,175
39721596@N05,87
7926355@N06,198
14707846@N00,16
48288451@N00,115
64589035@N00,159
30889436@N05,65
41066757@N00,92
58196392@N00,143
8100944@N06,203
88475677@N00,217
9237707@N05,227
17754816@N00,26
34951407@N03,74
51035812521@N01,126
58521517@N08,145
80373436@N00,202
90417577@N00,223
15979571@N00,18
16983412@N00,21
22816156@N00,36
50918700@N00,125
79476731@N00,199
94093643@N00,232
98833136@N00,240
28407516@N03,60
41894181187@N01,95
23838749@N07,43
38495807@N04,80
46783079@N00,113
85799032@N00,211
97108788@N00,238
40664218@N00,90
49694447@N00,121
56716140@N00,135
15631329@N00,17
35468149066@N01,75
62327252@N00,156
83426713@N04,207
95012188@N02,233
17306001@N00,24
57974319@N00,141
89904893@N00,222
22451301@N00,35
46293521@N04,110
30818981@N04,64
62606865@N00,157
75094443@N00,186
25588248@N00,53
31809416@N04,67
41413935@N00,94
53493424@N00,131
8638314@N05,213
10747684@N00,5
51668926@N00,127
80251113@N00,201
8796403@N06,216
23391210@N06,41
56728000@N00,136
60444977@N00,151
74821492@N00,185
76209814@N00,189
79773537@N00,200
10216976@N05,1
17118606@N00,23
27233929@N03,58
49502979506@N01,119
72356975@N00,179
95674706@N00,234
9620344@N08,235
46761272@N03,112
69754706@N02,168
25095063@N04,50
39213037@N03,83
67248291@N00,162
32005048@N06,69
39276850@N00,84
45697441@N00,107
59214847@N08,148
93085601@N00,230
14021337@N00,15
57385426@N02,139
58419684@N00,144
90559965@N00,224
96662287@N02,237
39489503@N00,85
83524507@N00,208
25408035@N03,51
41262003@N00,93
42874453@N07,97
49686136@N07,120
65326158@N00,160
76281529@N00,190
81759581@N00,204
31902638@N06,68
70116881@N00,170
13910409@N05,14
24394672@N00,46
59318060@N04,149
61533954@N00,154
67947116@N00,165
7666975@N03,192
8910911@N08,221
21854604@N00,33
70806177@N00,172
13519154@N06,13
65917284@N00,161
92455828@N00,228
8293801@N07,206
7226703@N06,177
92496717@N00,229
20326150@N00,30
26768896@N00,57
40843863@N08,91
48889099483@N01,116
57355789@N07,138
7903649@N07,197
8250978@N04,205
18259771@N00,27
24741597@N00,49
26445420@N00,55
39008229@N00,82
58627294@N00,146
93727562@N00,231
16069488@N00,19
27326713@N02,59
57204181@N08,137
72275263@N00,178
87778825@N03,215
16999444@N08,22
24250493@N03,45
72746018@N00,181
22890158@N08,37
53620105@N06,132
59151633@N00,147
29470012@N02,62
30801309@N06,63
33241056@N00,70
67769030@N07,164
8697700@N03,214
74812955@N00,184
10440180@N03,3
24483343@N03,47
37850683@N04,79
38957893@N07,81
50033322@N07,122
57519914@N00,140
70273910@N00,171
86151521@N00,212
25512955@N00,52
36805586@N08,77
44861353@N03,103
50108192@N00,123
68222897@N00,166
39719440@N04,86
7687293@N03,193
8431144@N02,209
91041933@N00,226
99366248@N00,241
10297667@N06,2
105106606@N05,4
75546495@N03,187
97725124@N00,239
40467171@N00,88
36987359@N08,78
23531860@N00,42
42017076@N04,96
12078789@N00,9
45801303@N00,108
61747385@N00,155
85169589@N00,210
17528760@N00,25
23303789@N05,39
77684811@N00,194
11615514@N03,7
58085609@N00,142
68547060@N00,167
88878784@N00,218
22298448@N00,34
36319742@N05,76
43742518@N03,100
46273880@N00,109
51737869@N00,128
99456501@N00,242
16602684@N00,20
73161879@N00,182
90794568@N07,225
53197929@N00,129
76664011@N00,191
11315588@N00,6
26621269@N00,56
43564846@N07,99
67682919@N05,163
49253583@N02,118
75746178@N00,188
10126637@N02,0
20385902@N03,31
40567464@N07,89
48971960@N06,117
12176100@N00,10
7177420@N03,174
7125396@N05,173
21703271@N02,32
28565785@N02,61
34117589@N00,72
45493649@N00,105
61107193@N03,153
78656894@N00,196
89044848@N00,220
24642170@N07,48
12373974@N07,11
54187340@N04,133
43334562@N00,98
33834913@N00,71
55228353@N00,134
23245178@N08,38
50828595@N00,124
72407036@N00,180
96407553@N00,236
13244443@N02,12
47596646@N00,114
53456098@N06,130
63709829@N00,158
31106556@N00,66
61009686@N00,152
77967821@N00,195
25869855@N04,54
88901594@N00,219
118455675@N05,8
24151837@N08,44
46605871@N04,111
72155957@N00,176
