12303964@N00,40
13802839@N05,62
14031759@N00,66
18875888@N00,113
20342758@N00,119
25762342@N08,192
33382725@N04,270
48447300@N02,441
52015062@N00,479
21621675@N05,129
24736216@N07,182
36520408@N02,306
37205550@N00,310
47854931@N00,432
7935996@N04,664
21907946@N00,131
48533902@N00,443
7797604@N05,647
80559822@N00,671
82466333@N00,688
84539227@N00,697
92305862@N00,772
9317858@N04,781
14993459@N08,79
17757546@N00,105
27216400@N00,206
46293521@N04,418
49076246@N00,450
79171102@N00,659
27725811@N03,210
31013861@N00,247
97938415@N00,814
109187123@N04,14
14724437@N00,74
28056075@N00,213
73803561@N00,613
20669846@N03,123
29120433@N03,223
43983229@N00,387
53625962@N00,490
62092998@N00,541
85517171@N00,708
97043032@N00,807
12173215@N00,35
12448900@N04,45
33340339@N06,269
47563830@N06,431
75243987@N00,622
82314731@N08,684
13879753@N07,63
23293885@N00,153
51819015@N00,476
76327930@N00,628
79653482@N00,667
87707409@N03,726
9523596@N05,798
28538076@N00,219
49502979506@N01,454
50359335@N00,463
51286430@N00,473
77216119@N00,637
7763728@N04,641
85857342@N00,711
99145208@N00,822
28917305@N03,221
34990869@N06,289
41715395@N00,358
45525217@N02,404
90151774@N00,747
9777401@N06,812
10297518@N00,8
27123396@N00,205
30831275@N03,245
54279908@N00,494
54390967@N03,496
7926079@N03,660
85465568@N02,707
95651387@N00,802
96043101@N02,804
11740011@N02,26
14643779@N02,72
26325011@N00,200
30830597@N08,244
31790027@N04,254
35884190@N00,300
39209657@N00,327
51851837@N08,477
69106649@N00,588
8802700@N03,730
18342073@N00,109
45667699@N00,405
46311488@N05,420
55408274@N04,500
65407885@N00,566
7729940@N06,639
8539530@N05,705
21929939@N06,132
45968077@N02,411
49503025036@N01,455
53132056@N00,486
64015960@N00,553
64781900@N00,561
7421240@N06,617
76812925@N00,632
91163484@N02,760
32628129@N04,264
43207518@N06,377
46936561@N00,428
54145418@N00,493
58441544@N00,517
77947607@N00,646
7822998@N03,651
83357523@N00,693
99761031@N00,828
20559676@N00,122
33178767@N04,267
44124385392@N01,390
57085145@N00,511
70217866@N00,592
85976263@N00,713
8721758@N06,722
34517559@N05,283
44124406151@N01,391
50395029@N03,464
78128916@N02,650
83817272@N00,695
8975511@N07,741
12368566@N06,42
16935252@N05,98
33922643@N07,277
41513201@N00,354
42170140@N08,367
50317421@N00,462
62086265@N08,540
37912375038@N01,320
44732744@N00,397
55915075@N05,505
8734876@N07,723
88603711@N00,734
34771743@N08,285
93352468@N00,782
14878709@N00,77
19383572@N03,115
22942286@N02,146
23792937@N00,169
26931497@N02,203
35457262@N06,290
66647015@N06,575
7220427@N06,599
78235800@N00,652
92011564@N00,767
15192926@N00,83
25937689@N04,194
54781464@N00,498
65952203@N00,569
15175220@N05,81
43896901@N00,385
82129006@N00,683
83641890@N00,694
12238618@N07,36
30254149@N02,232
34551170@N05,284
34862635@N03,287
41608148@N03,356
75581255@N04,626
85901188@N00,712
93475078@N00,784
17876426@N05,106
44124369279@N01,389
48391648@N08,440
50101237@N06,460
60861849@N03,529
12864351@N07,52
